,title,url,rating,reviews,price,search_url
0,"CHUWI HeroBook Pro Windows 10 Laptop Computer, 14.1” 1920x1080 FHD IPS Display, 8G RAM 256GB SSD with Intel Gmini Lake N4020, Thin and Lightweight Notebook for Work, Learning and Entertainment",/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A02202683MVCPXWTL5BLG&url=%2FCHUWI-HeroBook-Pro-Notebook-Lightweight%2Fdp%2FB08316YSKH%2Fref%3Dsr_1_1_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1619680258%26sr%3D8-1-spons%26psc%3D1&qualifier=1619680258&id=655237380774824&widgetName=sp_atf,4.0 out of 5 stars,733,$359.00,https://www.amazon.com/s?k=laptop
1,"2021 New BiTECOOL NesBook Windows 10 Laptop, 15.6 inches Full HD IPS Display, Intel Celeron J4115 Quad Core, 8GB RAM and 256GB SSD, Expandable up to 1TB, Full Size Keyboard, Slim (Notebook only)",/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A00466812X9DR977DI8M1&url=%2FBiTECOOL-NesBook-Expandable-Keyboard-Notebook%2Fdp%2FB09225H6D2%2Fref%3Dsr_1_2_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1619680258%26sr%3D8-2-spons%26psc%3D1&qualifier=1619680258&id=655237380774824&widgetName=sp_atf,,,$359.99,https://www.amazon.com/s?k=laptop
2,"2021 Newest Dell Inspiron 3000 Laptop, 15.6 HD LED-Backlit Display, Intel Celeron Processor N4020, 16GB DDR4 RAM, 1TB Hard Disk Drive, Online Meeting Ready, Webcam, WiFi, HDMI, Win10 Home, Black",/Dell-Inspiron-LED-Backlit-Display-Processor/dp/B08X1KKFKP/ref=sr_1_3?dchild=1&keywords=laptop&qid=1619680258&sr=8-3,4.5 out of 5 stars,143,$529.00,https://www.amazon.com/s?k=laptop
3,"ASUS Laptop L210 Ultra Thin Laptop, 11.6” HD Display, Intel Celeron N4020 Processor, 4GB RAM, 64GB Storage, NumberPad, Windows 10 Home in S Mode with One Year of Microsoft 365 Personal, L210MA-DB01",/ASUS-Processor-NumberPad-Microsoft-L210MA-DB01/dp/B081V6W99V/ref=sr_1_4?dchild=1&keywords=laptop&qid=1619680258&sr=8-4,4.4 out of 5 stars,"1,731",$239.00,https://www.amazon.com/s?k=laptop
4,"HP Stream 14-inch Laptop, Intel Celeron N4000, 4 GB RAM, 64 GB eMMC, Windows 10 Home in S Mode with Office 365 Personal for 1 Year (14-cb185nr, Royal Blue)",/HP-14-inch-Celeron-Personal-14-cb185nr/dp/B084SKWC89/ref=sr_1_5?dchild=1&keywords=laptop&qid=1619680258&sr=8-5,4.5 out of 5 stars,"3,056",$288.88,https://www.amazon.com/s?k=laptop
5,"2021 Newest Lenovo IdeaPad 3 14"" FHD Premium Laptop, Intel Core i5-1035G1 (Beat i7-8550U), 12GB RAM 512GB SSD, Bluetooth 5, Webcam WiFi HDMI Windows 10 w/Ghost Manta Accessories",/Lenovo-IdeaPad-i5-1035G1-Bluetooth-Accessories/dp/B08X4D2KTJ/ref=sr_1_6?dchild=1&keywords=laptop&qid=1619680258&sr=8-6,4.4 out of 5 stars,67,$639.99,https://www.amazon.com/s?k=laptop
6,"ASUS VivoBook 15 F515 Thin and Light Laptop, 15.6” FHD Display, Intel Core i3-1005G1 Processor, 4GB DDR4 RAM, 128GB PCIe SSD, Fingerprint Reader, Windows 10 Home in S Mode, Slate Grey, F515JA-AH31",/ASUS-i3-1005G1-Processor-Fingerprint-F515JA-AH31/dp/B08H4YTTLP/ref=sr_1_7?dchild=1&keywords=laptop&qid=1619680258&sr=8-7,4.5 out of 5 stars,"3,377",$349.99,https://www.amazon.com/s?k=laptop
7,"ASUS VivoBook 17.3"" FHD IPS LED Backlight Premium Laptop | AMD Ryzen3 3250U | 8GB DDR4 RAM | 256GB SSD | USB Type-C | WiFi | HDMI | Windows 10",/ASUS-VivoBook-Backlight-Premium-Windows/dp/B08V1NQ8S9/ref=sr_1_8?dchild=1&keywords=laptop&qid=1619680258&sr=8-8,4.4 out of 5 stars,57,$508.00,https://www.amazon.com/s?k=laptop
8,"Dell Inspiron 15 5502 Thin & Light Laptop, 15.6 inch FHD - Intel Core i7-1165G7, 8GB 3200MHz DDR4 RAM, 512GB SSD, NVIDIA GeForce MX330 2GB GDDR5, Windows 10 Home - Platinum Silver (Latest Model)",/Dell-Inspiron-5502-Light-Laptop/dp/B08MVFT3RT/ref=sr_1_9?dchild=1&keywords=laptop&qid=1619680258&sr=8-9,4.4 out of 5 stars,76,$980.00,https://www.amazon.com/s?k=laptop
9,"Acer Predator Triton 300 Gaming Laptop, Intel i7-10750H, NVIDIA GeForce RTX 2060, 15.6"" Full HD IPS 144Hz 3ms IPS Display, 16GB Dual-Channel DDR4, 1TB NVMe SSD, WiFi 6, RGB Backlit KB, PT315-52-78W1",/Acer-Predator-Triton-Gaming-Laptop/dp/B0883G4WJR/ref=sr_1_10?dchild=1&keywords=laptop&qid=1619680258&sr=8-10,4.8 out of 5 stars,55,"$1,449.98",https://www.amazon.com/s?k=laptop
10,"2021 Acer Aspire 5 Slim Laptop 15.6 FHD IPS Display, AMD Ryzen 3 3200u (up to 3.5GHz), Vega 3 Graphics, 8GB RAM, 512GB PCIe SSD Backlit KB,WiFi,HDMI, Win 10 w/GM Accessories",/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A10021461L8VIJIGODX3R&url=%2FAcer-Display-Graphics-Backlit-Accessories%2Fdp%2FB08ZRW2QN6%2Fref%3Dsr_1_11_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1619680258%26sr%3D8-11-spons%26psc%3D1&qualifier=1619680258&id=655237380774824&widgetName=sp_mtf,4.5 out of 5 stars,612,$549.99,https://www.amazon.com/s?k=laptop
11,"ASUS F512DA-EB51 VivoBook 15 Thin and Light Laptop, 15.6” Full HD, AMD Quad Core R5-3500U CPU, 8GB DDR4 RAM, 256GB PCIe SSD, AMD Radeon Vega 8 Graphics, Windows 10 Home, Slate Gray",/ASUS-VivoBook-R5-3500U-Graphics-F512DA-EB51/dp/B07QQB7552/ref=sr_1_12?dchild=1&keywords=laptop&qid=1619680258&sr=8-12,4.6 out of 5 stars,"2,794",$499.99,https://www.amazon.com/s?k=laptop
12,Microsoft Surface Laptop 4 15” Touch-Screen – Intel Core i7 - 32GB - 1TB Solid State Drive (Latest Model) - Matte Black,/Microsoft-Surface-Laptop-Touch-Screen-Matte-Black/dp/B08YX1WLVN/ref=sr_1_13?dchild=1&keywords=laptop&qid=1619680258&sr=8-13,5.0 out of 5 stars,2,,https://www.amazon.com/s?k=laptop
13,"Lenovo ThinkPad P51 Mobile Workstation 20HH000TUS - Intel Quad-Core i7-7700HQ, 16GB DDR4 RAM, 512GB PCIe NVMe SSD, 15.6"" FHD IPS 1920x1080 Display, NVIDIA Quadro M1200 4GB, Windows 10 Pro.",/Lenovo-ThinkPad-Mobile-Workstation-20HH000TUS/dp/B072LS5KPF/ref=sr_1_14?dchild=1&keywords=laptop&qid=1619680258&sr=8-14,3.9 out of 5 stars,18,"$5,301.81",https://www.amazon.com/s?k=laptop
14,"Acer Aspire 5 Slim Laptop, 15.6 inches Full HD IPS Display, AMD Ryzen 3 3200U, Vega 3 Graphics, 4GB DDR4, 128GB SSD, Backlit Keyboard, Windows 10 in S Mode, A515-43-R19L, Silver",/Acer-Display-Graphics-Keyboard-A515-43-R19L/dp/B07RF1XD36/ref=sr_1_15?dchild=1&keywords=laptop&qid=1619680258&sr=8-15,4.6 out of 5 stars,"30,019",$444.99,https://www.amazon.com/s?k=laptop
15,"2021 Acer Aspire 15.6"" FHD IPS Laptop Business and Student, Intel Celeron N4020(up to 2.8GHz), 4GB RAM, 64GB eMMC, USB-C, Up to 10 Hours, Google Classroom, Win 10 S +GM Accessories",/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A04090443PT28JNT6GA96&url=%2FAcer-Business-Student-Classroom-Accessories%2Fdp%2FB09163SSPP%2Fref%3Dsr_1_16_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1619680258%26sr%3D8-16-spons%26psc%3D1%26smid%3DAM0VWZ1WMK39K&qualifier=1619680258&id=655237380774824&widgetName=sp_mtf,4.6 out of 5 stars,142,$339.99,https://www.amazon.com/s?k=laptop
16,"ASUS ROG Zephyrus Duo 15 Gaming Laptop, 15.6” 300Hz IPS Type FHD, NVIDIA GeForce RTX 2070S, Intel Core i7-10875H, 32GB DDR4, 2TB RAID 0 SSD, Per-Key RGB, Thunderbolt 3, Windows 10, GX550LWS-XS79",/ASUS-Zephyrus-i7-10875H-Thunderbolt-GX550LWS-XS79/dp/B0876856N9/ref=sr_1_17?dchild=1&keywords=laptop&qid=1619680258&sr=8-17,4.3 out of 5 stars,60,,https://www.amazon.com/s?k=laptop
17,"Acer Predator Helios 300 Gaming Laptop, Intel i7-10750H, NVIDIA GeForce RTX 2070 Max-Q 8GB, 15.6"" FHD 240Hz 3ms IPS Display, 16GB Dual-Channel DDR4, 512GB NVMe SSD, WiFi 6, RGB Keyboard, PH315-53-71QX",/Acer-Predator-i7-10750H-Dual-Channel-PH315-53-71QX/dp/B088457M45/ref=sr_1_18?dchild=1&keywords=laptop&qid=1619680258&sr=8-18,4.6 out of 5 stars,34,,https://www.amazon.com/s?k=laptop
18,"GIGABYTE AORUS 15G XC - 15.6"" FHD IPS Anti-Glare 240Hz - Intel Core i7-10870H - NVIDIA GeForce RTX 3070 8GB GDDR6 - 32GB Memory - 512GB SSD - Windows 10 Home - Gaming Laptop (AORUS 15G XC-8US2430SH)",/GIGABYTE-AORUS-15G-Anti-Glare-XC-8US2430SH/dp/B08V8BXZ6D/ref=sr_1_19?dchild=1&keywords=laptop&qid=1619680258&sr=8-19,4.4 out of 5 stars,17,"$2,349.00",https://www.amazon.com/s?k=laptop
19,"ASUS VivoBook 15 Thin and Light Laptop- 15.6” Full HD, Intel i5-1035G1 CPU, 8GB RAM, 512GB SSD, Backlit KeyBoard, Fingerprint, Windows 10- F512JA-AS54, Slate Gray",/ASUS-VivoBook-i5-1035G1-Fingerprint-F512JA-AS54/dp/B086QZSLDH/ref=sr_1_20?dchild=1&keywords=laptop&qid=1619680258&sr=8-20,4.5 out of 5 stars,640,,https://www.amazon.com/s?k=laptop
